"nutrient","country","iso3","npeople","ndeficient","pdeficient"
"Magnesium","Germany","DEU",82905784,21051308.2582565,0.253918451072805
"Magnesium","Ghana","GHA",29767108,3300564.21484643,0.110879572676205
"Magnesium","Gibraltar","GIB",0,0,NA
"Magnesium","Greece","GRC",10732879,3096265.31308068,0.288484134879437
"Magnesium","Greenland","GRL",0,0,NA
"Magnesium","Grenada","GRD",111449,23953.430256087,0.214927278451013
"Magnesium","Guam","GUM",165770,72499.9055807542,0.43735238933917
"Magnesium","Guatemala","GTM",16346951,1632717.00985742,0.0998789933277114
"Magnesium","Guinea","GIN",12414292,4044678.89003936,0.325808261158942
"Magnesium","Guinea-Bissau","GNB",1874304,436874.31232098,0.233086154818524
"Magnesium","Guyana","GUY",779007,526191.000467552,0.675463764083702
"Magnesium","Haiti","HTI",11123183,3888083.61845543,0.349547752514315
"Magnesium","Honduras","HND",9587523,3244468.18225359,0.338405256733526
"Magnesium","Hong Kong SAR China","HKG",7450999,2824266.53441321,0.379045351423776
"Magnesium","Hungary","HUN",9775563,7263945.8518433,0.743071867251359
"Magnesium","Iceland","ISL",352721,98468.2706394861,0.279167587525228
"Magnesium","India","IND",1352642283,61849706.108538,0.0457251018143265
"Magnesium","Indonesia","IDN",267670549,134873527.556905,0.503878846816668
"Magnesium","Iran","IRN",81800204,27943020.1099125,0.341600860920988
"Magnesium","Iraq","IRQ",38433604,7963894.42656443,0.20721175215742
"Magnesium","Ireland","IRL",4867317,705478.904855971,0.144942050180001
"Magnesium","Isle of Man","IMN",0,0,NA
"Magnesium","Israel","ISR",8882802,1475091.13400881,0.166061467317273
"Magnesium","Italy","ITA",60421763,25581190.9339838,0.423377102286535
"Magnesium","Jamaica","JAM",2934853,1364862.09573539,0.465052967128299
"Magnesium","Japan","JPN",126529100,104533951.142995,0.826165294331464
"Magnesium","Jordan","JOR",9965322,6347905.58490637,0.636999545514572
"Magnesium","Kazakhstan","KAZ",18276453,5261341.67909873,0.287875425231511
"Magnesium","Kenya","KEN",51392570,12615351.3404771,0.245470334339712
"Magnesium","Kiribati","KIR",115842,40433.9501364646,0.349043957601428
"Magnesium","Kosovo","XKX",0,0,NA
"Magnesium","Kuwait","KWT",4137314,636286.758391508,0.153792232929748
"Magnesium","Kyrgyzstan","KGZ",6322801,3180791.13706348,0.503066779590798
"Magnesium","Laos","LAO",7061498,4590676.77967324,0.650099565230103
"Magnesium","Latvia","LVA",1927174,818069.343944864,0.424491687800305
"Magnesium","Lebanon","LBN",6859408,502371.982588041,0.073238387713348
"Magnesium","Lesotho","LSO",2108327,554671.440794698,0.263086058659163
"Magnesium","Liberia","LBR",4818976,1025321.36736402,0.212767477440024
"Magnesium","Libya","LBY",6678565,4135422.05079284,0.619208175827119
"Magnesium","Liechtenstein","LIE",0,0,NA
"Magnesium","Lithuania","LTU",2801542,807108.233341069,0.28809428284176
"Magnesium","Luxembourg","LUX",607949,99965.1059973764,0.164430085414034
"Magnesium","Macao SAR China","MAC",631633,237650.185983363,0.376247260645601
"Magnesium","Madagascar","MDG",26262313,17716850.20458,0.674611189219321
"Magnesium","Malawi","MWI",18143215,1508194.93337338,0.0831272149601587
"Magnesium","Malaysia","MYS",31528033,24596520.064091,0.780147624943521
"Magnesium","Maldives","MDV",515704,88707.5335102996,0.172012498468694
"Magnesium","Mali","MLI",19077755,1014844.75769584,0.0531951876777868
"Magnesium","Malta","MLT",484628,131750.799820368,0.271859652806623
"Magnesium","Marshall Islands","MHL",0,0,NA
"Magnesium","Mauritania","MRT",4403312,1144441.36300535,0.259904672438689
"Magnesium","Mauritius","MUS",1265300,262696.941623618,0.207616329426711
"Magnesium","Mexico","MEX",126190782,29964272.9458341,0.23745215356407
"Magnesium","Micronesia (Federated States of)","FSM",112640,45810.0188108742,0.406694059045403
"Magnesium","Moldova","MDA",2708212,1795190.41905809,0.662869235886292
"Magnesium","Monaco","MCO",0,0,NA
"Magnesium","Mongolia","MNG",3170214,1280291.91963613,0.40385031409114
"Magnesium","Montenegro","MNE",622227,21021.0282644414,0.0337835360157006
"Magnesium","Morocco","MAR",36029089,6697095.47982473,0.18588023360304
"Magnesium","Mozambique","MOZ",29496009,1235324.01416699,0.0418810563207719
"Magnesium","Myanmar (Burma)","MMR",53708318,22257287.9415622,0.41441044460864
"Magnesium","Namibia","NAM",2448300,271000.381204238,0.110689205246186
"Magnesium","Nauru","NRU",0,0,NA
"Magnesium","Nepal","NPL",28095712,388212.699074937,0.0138175070656667
"Magnesium","Netherlands","NLD",17231624,503698.518233533,0.029231053221306
"Magnesium","New Caledonia","NCL",270650,114403.501814282,0.422699064527184
"Magnesium","New Zealand","NZL",4900600,557318.71283097,0.11372458736297
"Magnesium","Nicaragua","NIC",6465502,1852014.10346236,0.286445523249759
"Magnesium","Niger","NER",22442831,1021997.05168759,0.0455377956411824
"Magnesium","Nigeria","NGA",195874685,34987744.3706871,0.178623104719669
"Magnesium","North Korea","PRK",25549606,11073760.1067799,0.433421952055931
"Magnesium","North Macedonia","MKD",2076217,441926.255377903,0.212851669829263
"Magnesium","Northern Mariana Islands","MNP",0,0,NA
"Magnesium","Norway","NOR",5311915,1458713.79824952,0.274611660436871
"Magnesium","Oman","OMN",4829476,779629.645434327,0.161431518747443
"Magnesium","Pakistan","PAK",212228288,161380597.740326,0.76041040174779
"Magnesium","Palau","PLW",0,0,NA
"Magnesium","Palestinian Territories","PSE",4569089,8116.55950128832,0.00177640652245739
"Magnesium","Panama","PAN",4176868,2009774.18692373,0.481167752230555
"Magnesium","Papua New Guinea","PNG",8606324,3662360.6800302,0.425542970498229
"Magnesium","Paraguay","PRY",6956069,4557529.17597127,0.655187459464716
"Magnesium","Peru","PER",31989265,13072169.4138703,0.408642380932175
"Magnesium","Philippines","PHL",106651394,59052115.3502736,0.553692859844604
"Magnesium","Poland","POL",37974749,5938408.55363581,0.15637782236917
"Magnesium","Portugal","PRT",10283821,3200427.17406797,0.311209926161489
"Magnesium","Puerto Rico","PRI",3193356,1497260.44540937,0.468867375077934
"Magnesium","Qatar","QAT",2781682,488244.073321819,0.175521167883971
"Magnesium","Romania","ROU",19473970,9629268.65555149,0.494468701325487
"Magnesium","Russia","RUS",144477858,58799620.9966333,0.406980154679711
"Magnesium","Rwanda","RWA",12301969,1766018.39445728,0.143555750665383
"Magnesium","Saint Martin (French part)","MAF",0,0,NA
"Magnesium","Samoa","WSM",196128,71110.9417973317,0.362574144422682
"Magnesium","San Marino","SMR",0,0,NA
"Magnesium","Saudi Arabia","SAU",33702757,12439585.3459892,0.369096965746428
"Magnesium","Senegal","SEN",15854324,3184393.52683304,0.200853314643566
"Magnesium","Serbia","SRB",6982604,3166485.00631461,0.453481968376642
"Magnesium","Seychelles","SYC",96763,22787.1596976869,0.23549455574638
"Magnesium","Sierra Leone","SLE",7650149,1592376.29067155,0.20814970932874
"Magnesium","Singapore","SGP",5638677,3993581.80086676,0.708248016488045
"Magnesium","Sint Maarten","SXM",0,0,NA
"Magnesium","Slovakia","SVK",5446772,2571782.94333739,0.472166439744015
"Magnesium","Slovenia","SVN",2073893,1035327.68550479,0.499219432007722
"Magnesium","Solomon Islands","SLB",652856,238971.618344334,0.366040318759932
"Magnesium","Somalia","SOM",15008225,1309270.11359445,0.0872368393727075
"Magnesium","South Africa","ZAF",57792520,19768262.0559479,0.342055720289544
"Magnesium","South Korea","KOR",51585060,24000689.1370423,0.465264344696746
"Magnesium","South Sudan","SSD",10975924,1987167.96528635,0.181047897679171
"Magnesium","Spain","ESP",46797752,18665370.0378865,0.398851851642073
"Magnesium","Sri Lanka","LKA",21670001,5279162.59541795,0.243616167595837
"Magnesium","St. Kitts & Nevis","KNA",0,0,NA
"Magnesium","St. Lucia","LCA",181890,129467.093471927,0.711787857891732
"Magnesium","St. Vincent & Grenadines","VCT",110210,33749.7467190782,0.306231255957519
"Magnesium","Sudan","SDN",41801532,5952819.12161912,0.142406721400046
"Magnesium","Suriname","SUR",575987,362851.268942958,0.629964337637756
"Magnesium","Sweden","SWE",10175214,2123264.68787119,0.208670273457757
"Magnesium","Switzerland","CHE",8514327,2334526.39523241,0.274188012186097
"Magnesium","Syria","SYR",16945062,4169528.97520213,0.246061594534274
"Magnesium","São Tomé & Príncipe","STP",211032,45629.6908467338,0.216221667077665
"Magnesium","Taiwan","TWN",0,0,NA
"Magnesium","Tajikistan","TJK",9100847,4251713.19510623,0.467177746764255
"Magnesium","Tanzania","TZA",56313444,5004010.83182494,0.0888599680002691
"Magnesium","Thailand","THA",69428454,48401445.8400493,0.697141345536072
"Magnesium","Timor-Leste","TLS",1267975,461459.020730499,0.363933847852283
"Magnesium","Togo","TGO",7889095,1645299.42064427,0.208553632659293
"Magnesium","Tonga","TON",103199,41983.5122973471,0.406820921688651
"Magnesium","Trinidad & Tobago","TTO",1389841,1261589.1865893,0.907721952791215
"Magnesium","Tunisia","TUN",11565203,4044804.8739972,0.349739202502299
"Magnesium","Turkey","TUR",82340090,29947925.5778743,0.363710138984234
"Magnesium","Turkmenistan","TKM",5850902,1543631.20723295,0.263827903327204
"Magnesium","Turks & Caicos Islands","TCA",0,0,NA
"Magnesium","Tuvalu","TUV",0,0,NA
"Magnesium","U.S. Virgin Islands","VIR",106999,36891.0516898985,0.344779406255185
"Magnesium","Uganda","UGA",42729032,8093698.73585657,0.189419192455766
"Magnesium","Ukraine","UKR",44622519,21669347.2762668,0.48561461257413
"Magnesium","United Arab Emirates","ARE",9630966,3814073.68849754,0.396021924332154
"Magnesium","United Kingdom","GBR",66460344,23377149.8535255,0.351745844913555
"Magnesium","United States","USA",326838198,115457680.064082,0.353256384261676
"Magnesium","Uruguay","URY",3449290,1624579.82871615,0.470989632276832
"Magnesium","Uzbekistan","UZB",32956102,9840933.4238858,0.298607323884536
"Magnesium","Vanuatu","VUT",292675,103236.421677366,0.352733993943337
"Magnesium","Venezuela","VEN",28887117,21684373.5582956,0.750658972243426
"Magnesium","Vietnam","VNM",95545959,72646961.7374874,0.760335261666978
"Magnesium","Yemen","YEM",28498683,4206518.24774198,0.147603952356043
"Magnesium","Zambia","ZMB",17351714,3435960.60051889,0.198018512783169
"Magnesium","Zimbabwe","ZWE",14438812,2390399.21587046,0.165553732250995
"Niacin","Afghanistan","AFG",37171922,9264687.11372796,0.249238850596102
"Niacin","Albania","ALB",2866376,15867.2212395422,0.00553563846457762
"Niacin","Algeria","DZA",42228415,10416560.0540263,0.246671821663833
"Niacin","American Samoa","ASM",0,0,NA
"Niacin","Andorra","AND",0,0,NA
"Niacin","Angola","AGO",30809787,3805198.02311384,0.123506145080258
"Niacin","Antigua & Barbuda","ATG",96282,29168.9299410365,0.302953095501095
"Niacin","Argentina","ARG",44494503,5033696.84037402,0.113130757756166
"Niacin","Armenia","ARM",2951741,111696.713468358,0.0378409601209449
"Niacin","Aruba","ABW",105846,8373.8460949122,0.0791134865267672
"Niacin","Australia","AUS",24982690,542761.458147142,0.0217255010628216
"Niacin","Austria","AUT",8840522,121401.55496584,0.0137323966804042
"Niacin","Azerbaijan","AZE",9939771,520481.801039565,0.0523635605930524
"Niacin","Bahamas","BHS",385635,67860.6789553973,0.1759712654593
"Niacin","Bahrain","BHR",1569440,41683.6800161451,0.0265595881436341
"Niacin","Bangladesh","BGD",161376713,33577805.8133702,0.208070948956373
"Niacin","Barbados","BRB",286640,20451.7976740803,0.0713501174786503
"Niacin","Belarus","BLR",9438786,36932.6397060381,0.00391285910137576
"Niacin","Belgium","BEL",11427053,3694813.58483127,0.32333914832033
"Niacin","Belize","BLZ",383071,93886.3043262583,0.245088519690236
"Niacin","Benin","BEN",11485035,1970801.83398256,0.171597372927689
"Niacin","Bermuda","BMU",0,0,NA
"Niacin","Bhutan","BTN",754396,129743.887831045,0.171983796084609
"Niacin","Bolivia","BOL",11353140,3963034.09948534,0.349069429205078
"Niacin","Bosnia & Herzegovina","BIH",3323929,79611.5153424181,0.0239510276369977
"Niacin","Botswana","BWA",2254067,139460.010896231,0.0618703928925943
"Niacin","Brazil","BRA",209469320,38207232.0139559,0.182400133890519
"Niacin","British Virgin Islands","VGB",0,0,NA
"Niacin","Brunei","BRN",428960,140949.478015285,0.328584199028547
"Niacin","Bulgaria","BGR",7025037,1075.43615459882,0.000153086190805659
"Niacin","Burkina Faso","BFA",19751466,6093402.42926549,0.308503805705637
"Niacin","Burundi","BDI",11175379,3656378.97394613,0.327181652984308
"Niacin","Cambodia","KHM",16249795,3076825.81196973,0.189345515556949
"Niacin","Cameroon","CMR",25216261,1353982.4656594,0.0536948148521861
"Niacin","Canada","CAN",37065084,51851.9872311869,0.00139894427950539
"Niacin","Cape Verde","CPV",543764,28208.7209801042,0.0518767718718125
"Niacin","Cayman Islands","CYM",0,0,NA
"Niacin","Central African Republic","CAF",4666375,394917.548131626,0.0846304782902416
"Niacin","Chad","TCD",15477727,3166312.83098455,0.20457221082815
"Niacin","Channel Islands","CHI",170496,15355.5585907547,0.090064040157861
"Niacin","Chile","CHL",18729166,6803167.19523707,0.363239195767557
"Niacin","China","CHN",1402760001,69400199.9909618,0.0494740368569732
"Niacin","Colombia","COL",49661056,26802118.5425895,0.539700938751474
"Niacin","Comoros","COM",832322,251663.891315919,0.302363618065988
"Niacin","Congo - Brazzaville","COG",5244363,40179.3101579413,0.00766142811966702
"Niacin","Congo - Kinshasa","COD",84068092,73984635.2745989,0.880056077335488
"Niacin","Costa Rica","CRI",4999443,541990.516004925,0.108410180095048
"Niacin","Croatia","HRV",4087846,87748.1128753864,0.0214656111985105
"Niacin","Cuba","CUB",11338146,2202248.93120452,0.194233601437529
"Niacin","Curaçao","CUW",159336,12528.3887772803,0.0786287391253723
"Niacin","Cyprus","CYP",1189262,15833.5185539526,0.0133137345294415
"Niacin","Czechia","CZE",10629927,1529242.71099505,0.143862014385898
"Niacin","Côte d’Ivoire","CIV",25069226,3405871.27548858,0.135858652975109
"Niacin","Denmark","DNK",5793635,137227.143551669,0.0236858455100588
"Niacin","Djibouti","DJI",958923,65075.1615037963,0.0678627601004421
"Niacin","Dominica","DMA",0,0,NA
"Niacin","Dominican Republic","DOM",10627147,558927.163068079,0.0525942817077885
"Niacin","Ecuador","ECU",17084359,1402050.00507467,0.0820662926291041
"Niacin","Egypt","EGY",98423602,25408893.3290189,0.258158539341193
"Niacin","El Salvador","SLV",6420740,2016496.79481346,0.314059873910712
"Niacin","Equatorial Guinea","GNQ",1308966,341300.88749536,0.260740834746937
"Niacin","Eritrea","ERI",0,0,NA
"Niacin","Estonia","EST",1321977,200752.467316988,0.151857761002641
"Niacin","Eswatini","SWZ",1136274,650599.813373854,0.572573000327257
"Niacin","Ethiopia","ETH",109224410,77920648.1892737,0.713399579720996
"Niacin","Faroe Islands","FRO",0,0,NA
"Niacin","Fiji","FJI",883490,377088.94206679,0.426817442265097
"Niacin","Finland","FIN",5515524,2652.66664843101,0.000480945536349948
"Niacin","France","FRA",67101930,10201302.4754507,0.152026960706655
"Niacin","French Polynesia","PYF",277673,48838.8170013123,0.175886085436151
"Niacin","Gabon","GAB",2119275,1714778.11151748,0.809134308439198
"Niacin","Gambia","GMB",2280092,1297227.6964997,0.56893655891942
"Niacin","Georgia","GEO",3726547,622398.7012874,0.167017536955095
"Niacin","Germany","DEU",82905784,883607.884176218,0.0106579763382518
"Niacin","Ghana","GHA",29767108,997903.923069318,0.03352371090498
"Niacin","Gibraltar","GIB",0,0,NA
"Niacin","Greece","GRC",10732879,363087.956094363,0.0338295024190959
"Niacin","Greenland","GRL",0,0,NA
"Niacin","Grenada","GRD",111449,16982.3011305412,0.152377330712175
"Niacin","Guam","GUM",165770,31989.7322784765,0.192976607820936
"Niacin","Guatemala","GTM",16346951,565524.68923536,0.0345951174158019
"Niacin","Guinea","GIN",12414292,1959714.41680876,0.157859539376773
"Niacin","Guinea-Bissau","GNB",1874304,1406825.38555014,0.750585489627157
"Niacin","Guyana","GUY",779007,149340.968967515,0.191706838279393
"Niacin","Haiti","HTI",11123183,972332.049236078,0.087414910753161
"Niacin","Honduras","HND",9587523,794375.48431861,0.0828551320626412
"Niacin","Hong Kong SAR China","HKG",7450999,398892.47536804,0.053535435364847
"Niacin","Hungary","HUN",9775563,2614480.31560039,0.267450612880341
"Niacin","Iceland","ISL",352721,16358.9197020323,0.0463792053833833
"Niacin","India","IND",1352642283,390144650.158637,0.288431505551743
"Niacin","Indonesia","IDN",267670549,213521071.391625,0.797701025343753
"Niacin","Iran","IRN",81800204,9033144.21813973,0.110429360520173
"Niacin","Iraq","IRQ",38433604,1650727.15498767,0.0429501005158836
"Niacin","Ireland","IRL",4867317,12312.2256676531,0.00252957135679741
"Niacin","Isle of Man","IMN",0,0,NA
"Niacin","Israel","ISR",8882802,182290.423069122,0.0205217253597595
"Niacin","Italy","ITA",60421763,10458146.2214987,0.173085750932138
"Niacin","Jamaica","JAM",2934853,675233.776053287,0.230074138654742
"Niacin","Japan","JPN",126529100,75634907.9095393,0.597766900337861
"Niacin","Jordan","JOR",9965322,5890917.90191163,0.591141751557213
"Niacin","Kazakhstan","KAZ",18276453,59293.6924574625,0.00324426695144088
"Niacin","Kenya","KEN",51392570,28052603.4139241,0.545849398345406
"Niacin","Kiribati","KIR",115842,18219.7526187335,0.157281060571584
"Niacin","Kosovo","XKX",0,0,NA
"Niacin","Kuwait","KWT",4137314,129474.092688125,0.0312942388922198
"Niacin","Kyrgyzstan","KGZ",6322801,501090.353937094,0.0792513245216945
"Niacin","Laos","LAO",7061498,854712.482311836,0.121038408891688
"Niacin","Latvia","LVA",1927174,33431.4384552104,0.0173473897298378
"Niacin","Lebanon","LBN",6859408,4.40463100595458,6.42129904789827e-07
"Niacin","Lesotho","LSO",2108327,509995.972606414,0.241896049619634
"Niacin","Liberia","LBR",4818976,1098283.79314883,0.227908126778144
"Niacin","Libya","LBY",6678565,5292.37347092117,0.000792441710295725
"Niacin","Liechtenstein","LIE",0,0,NA
"Niacin","Lithuania","LTU",2801542,129033.639770329,0.0460580779336269
"Niacin","Luxembourg","LUX",607949,7168.81377114064,0.0117918012384931
"Niacin","Macao SAR China","MAC",631633,31013.7210193339,0.0491008560656804
"Niacin","Madagascar","MDG",26262313,26114364.2357228,0.99436649908646
"Niacin","Malawi","MWI",18143215,1145343.99961544,0.0631279516676312
"Niacin","Malaysia","MYS",31528033,9117737.18751456,0.289194609366038
"Niacin","Maldives","MDV",515704,24990.5051980141,0.0484590098157355
"Niacin","Mali","MLI",19077755,912553.344078114,0.047833371593152
"Niacin","Malta","MLT",484628,3546.10447105289,0.00731716795367352
"Niacin","Marshall Islands","MHL",0,0,NA
"Niacin","Mauritania","MRT",4403312,1009666.93845158,0.229297160512718
"Niacin","Mauritius","MUS",1265300,21049.4634974441,0.016635946809013
"Niacin","Mexico","MEX",126190782,49135948.1247682,0.389378267936942
"Niacin","Micronesia (Federated States of)","FSM",112640,20734.3066721763,0.184075875995883
"Niacin","Moldova","MDA",2708212,179533.374120122,0.0662922157202323
"Niacin","Monaco","MCO",0,0,NA
"Niacin","Mongolia","MNG",3170214,4465.85361382061,0.00140869153117758
"Niacin","Montenegro","MNE",622227,351.198265052583,0.000564421449169809
"Niacin","Morocco","MAR",36029089,62721.092503449,0.00174084591768193
"Niacin","Mozambique","MOZ",29496009,23448351.1319572,0.794966909996442
"Niacin","Myanmar (Burma)","MMR",53708318,9934682.09538134,0.184974738836196
"Niacin","Namibia","NAM",2448300,608595.229946429,0.248578699483899
"Niacin","Nauru","NRU",0,0,NA
"Niacin","Nepal","NPL",28095712,9584142.13472358,0.341124728738805
"Niacin","Netherlands","NLD",17231624,420793.557658131,0.0244198432868621
"Niacin","New Caledonia","NCL",270650,47174.0784255107,0.174299199798672
"Niacin","New Zealand","NZL",4900600,252660.657977886,0.0515570864746942
"Niacin","Nicaragua","NIC",6465502,1209355.20016914,0.18704737855918
"Niacin","Niger","NER",22442831,2462560.66509937,0.109725937209052
"Niacin","Nigeria","NGA",195874685,31621559.3960735,0.161437703887429
"Niacin","North Korea","PRK",25549606,8873561.88793969,0.347307190879565
"Niacin","North Macedonia","MKD",2076217,24422.1922444875,0.0117628322301992
"Niacin","Northern Mariana Islands","MNP",0,0,NA
"Niacin","Norway","NOR",5311915,63414.3849002316,0.0119381399928711
"Niacin","Oman","OMN",4829476,33059.2136952501,0.00684530033801806
"Niacin","Pakistan","PAK",212228288,73458281.5405009,0.346128606288813
"Niacin","Palau","PLW",0,0,NA
"Niacin","Palestinian Territories","PSE",4569089,3.55509077409941,7.78074310677558e-07
"Niacin","Panama","PAN",4176868,139438.37980935,0.0333834777180773
"Niacin","Papua New Guinea","PNG",8606324,1704709.05380929,0.198076327803751
"Niacin","Paraguay","PRY",6956069,1415927.14312021,0.203552774292522
"Niacin","Peru","PER",31989265,1710807.59837159,0.0534806785454929
"Niacin","Philippines","PHL",106651394,1440297.00999748,0.0135047180911436
"Niacin","Poland","POL",37974749,2611625.50476825,0.0687726864177101
"Niacin","Portugal","PRT",10283821,664451.308269771,0.0646113257192799
"Niacin","Puerto Rico","PRI",3193356,622418.326892826,0.194910409892548
"Niacin","Qatar","QAT",2781682,67812.6984387006,0.0243783072395409
"Niacin","Romania","ROU",19473970,775264.788756851,0.0398103103145815
"Niacin","Russia","RUS",144477858,387975.701844618,0.00268536443725943
"Niacin","Rwanda","RWA",12301969,978190.579920752,0.0795149605661298
"Niacin","Saint Martin (French part)","MAF",0,0,NA
"Niacin","Samoa","WSM",196128,32095.5560229413,0.163645966016791
"Niacin","San Marino","SMR",0,0,NA
"Niacin","Saudi Arabia","SAU",33702757,2428709.51268279,0.072062636082941
"Niacin","Senegal","SEN",15854324,4408135.09102047,0.2780399272161
"Niacin","Serbia","SRB",6982604,5074.64645827789,0.000726755585491872
"Niacin","Seychelles","SYC",96763,28441.022854032,0.293924566766553
"Niacin","Sierra Leone","SLE",7650149,1835117.05661481,0.239879910393223
"Niacin","Singapore","SGP",5638677,1101946.49092079,0.195426425546417
"Niacin","Sint Maarten","SXM",0,0,NA
"Niacin","Slovakia","SVK",5446772,246976.398195928,0.0453436270502838
"Niacin","Slovenia","SVN",2073893,123614.416377404,0.0596050116266386
"Niacin","Solomon Islands","SLB",652856,108918.485062082,0.166833857791124
"Niacin","Somalia","SOM",15008225,10604864.8601575,0.706603536404702
"Niacin","South Africa","ZAF",57792520,5936399.30433998,0.102719163385503
"Niacin","South Korea","KOR",51585060,18638801.0464358,0.361321689776765
"Niacin","South Sudan","SSD",10975924,3394367.65492688,0.309255754224144
"Niacin","Spain","ESP",46797752,2287093.07585312,0.0488718576878035
"Niacin","Sri Lanka","LKA",21670001,3864848.79902482,0.178350190155728
"Niacin","St. Kitts & Nevis","KNA",0,0,NA
"Niacin","St. Lucia","LCA",181890,55613.4343076537,0.305753116211192
"Niacin","St. Vincent & Grenadines","VCT",110210,4873.48462082147,0.0442199856711866
"Niacin","Sudan","SDN",41801532,7087887.83251693,0.169560480044534
"Niacin","Suriname","SUR",575987,10926.183780505,0.0189694971943898
"Niacin","Sweden","SWE",10175214,241869.301107763,0.0237704387453436
"Niacin","Switzerland","CHE",8514327,2063852.1568725,0.242397567872658
"Niacin","Syria","SYR",16945062,1326406.77052944,0.0782768909626557
"Niacin","São Tomé & Príncipe","STP",211032,48412.6123508843,0.229408868564409
"Niacin","Taiwan","TWN",0,0,NA
"Niacin","Tajikistan","TJK",9100847,176550.804206307,0.0193993816406656
"Niacin","Tanzania","TZA",56313444,27245999.5640343,0.483827619636162
"Niacin","Thailand","THA",69428454,16633246.7166633,0.239573917585192
"Niacin","Timor-Leste","TLS",1267975,211805.336717114,0.167042202501717
"Niacin","Togo","TGO",7889095,1791482.08188155,0.227083345032802
"Niacin","Tonga","TON",103199,18826.3865752329,0.182427994217317
"Niacin","Trinidad & Tobago","TTO",1389841,622720.633894534,0.448051707997198
"Niacin","Tunisia","TUN",11565203,1447271.33497145,0.125140158367428
"Niacin","Turkey","TUR",82340090,40534737.2963658,0.492284345285095
"Niacin","Turkmenistan","TKM",5850902,190630.359941913,0.0325813626585975
"Niacin","Turks & Caicos Islands","TCA",0,0,NA
"Niacin","Tuvalu","TUV",0,0,NA
"Niacin","U.S. Virgin Islands","VIR",106999,3465.92677201259,0.0323921417210684
"Niacin","Uganda","UGA",42729032,10551133.2808527,0.246931249948577
"Niacin","Ukraine","UKR",44622519,356211.131067822,0.00798276607978635
"Niacin","United Arab Emirates","ARE",9630966,1018121.79554796,0.105713362039484
"Niacin","United Kingdom","GBR",66460344,5991413.19912314,0.0901501984269467
"Niacin","United States","USA",326838198,10417011.1113692,0.0318720736288271
"Niacin","Uruguay","URY",3449290,347639.201214509,0.100785727269817
"Niacin","Uzbekistan","UZB",32956102,4637421.13108173,0.140715098256515
"Niacin","Vanuatu","VUT",292675,46131.9569318929,0.157621788440738
"Niacin","Venezuela","VEN",28887117,1954407.27467271,0.0676567092061387
"Niacin","Vietnam","VNM",95545959,25897202.9997234,0.271044461437907
"Niacin","Yemen","YEM",28498683,1409925.48415412,0.0494733558092534
"Niacin","Zambia","ZMB",17351714,3885404.52626004,0.223920502969334
"Niacin","Zimbabwe","ZWE",14438812,1897905.50261041,0.13144471322228
"Riboflavin","Afghanistan","AFG",37171922,25330165.5194249,0.681432763133015
"Riboflavin","Albania","ALB",2866376,488442.25403033,0.170404110985555
"Riboflavin","Algeria","DZA",42228415,20011107.8272295,0.473877786491147
"Riboflavin","American Samoa","ASM",0,0,NA
"Riboflavin","Andorra","AND",0,0,NA
"Riboflavin","Angola","AGO",30809787,10484951.8770225,0.340312377914929
"Riboflavin","Antigua & Barbuda","ATG",96282,54459.7633769351,0.565627670560802
"Riboflavin","Argentina","ARG",44494503,20081322.9931617,0.451321436114517
"Riboflavin","Armenia","ARM",2951741,775583.969525992,0.262754750340898
"Riboflavin","Aruba","ABW",105846,57674.4750894447,0.544890454900938
"Riboflavin","Australia","AUS",24982690,2659445.44417586,0.106451524802808
"Riboflavin","Austria","AUT",8840522,1376317.92287417,0.155682879684499
"Riboflavin","Azerbaijan","AZE",9939771,2529095.48056372,0.254442026940432
"Riboflavin","Bahamas","BHS",385635,200915.083609298,0.520998051549518
"Riboflavin","Bahrain","BHR",1569440,314710.358116526,0.200523981876673
"Riboflavin","Bangladesh","BGD",161376713,160787635.766083,0.996349676338267
"Riboflavin","Barbados","BRB",286640,173445.534487099,0.605098850429454
"Riboflavin","Belarus","BLR",9438786,2352276.87587837,0.24921392177748
"Riboflavin","Belgium","BEL",11427053,1273867.80876381,0.111478244545099
"Riboflavin","Belize","BLZ",383071,198703.804108936,0.518712729778387
"Riboflavin","Benin","BEN",11485035,5512517.16726625,0.479973911029984
"Riboflavin","Bermuda","BMU",0,0,NA
"Riboflavin","Bhutan","BTN",754396,617371.549243109,0.818365353531976
"Riboflavin","Bolivia","BOL",11353140,3174191.2721037,0.279587080940049
"Riboflavin","Bosnia & Herzegovina","BIH",3323929,1394174.02708594,0.419435561675938
"Riboflavin","Botswana","BWA",2254067,1149291.91625901,0.509874780234578
"Riboflavin","Brazil","BRA",209469320,97386273.9914146,0.464919034402817
"Riboflavin","British Virgin Islands","VGB",0,0,NA
"Riboflavin","Brunei","BRN",428960,231864.806240651,0.540527802687082
"Riboflavin","Bulgaria","BGR",7025037,5408564.81388231,0.769898409628634
"Riboflavin","Burkina Faso","BFA",19751466,13028092.9500849,0.659601315167436
"Riboflavin","Burundi","BDI",11175379,5448500.56928995,0.487545037111488
"Riboflavin","Cambodia","KHM",16249795,6736573.54590145,0.41456360193476
"Riboflavin","Cameroon","CMR",25216261,12688080.6540401,0.503170579255983
"Riboflavin","Canada","CAN",37065084,4340041.35077919,0.117092446108559
"Riboflavin","Cape Verde","CPV",543764,237555.981308841,0.436873315094123
