"nutrient","country","iso3","npeople","ndeficient","pdeficient"
"Calcium","Hungary","HUN",9775563,7800132.61274696,0.797921573698309
"Calcium","Iceland","ISL",352721,80125.9162158387,0.227165142466252
"Calcium","India","IND",1352642283,1128803033.23307,0.834517039294022
"Calcium","Indonesia","IDN",267670549,179993544.703302,0.672444336426799
"Calcium","Iran","IRN",81800204,29917794.3863604,0.365742295537067
"Calcium","Iraq","IRQ",38433604,30058618.9514233,0.782092123117659
"Calcium","Ireland","IRL",4867317,1402962.03275553,0.288241352012932
"Calcium","Isle of Man","IMN",0,0,NA
"Calcium","Israel","ISR",8882802,6194881.69550723,0.69740175403068
"Calcium","Italy","ITA",60421763,24908642.2409613,0.412246200776388
"Calcium","Jamaica","JAM",2934853,466429.000231923,0.158927551135243
"Calcium","Japan","JPN",126529100,87406490.2244231,0.690801485384968
"Calcium","Jordan","JOR",9965322,2737782.91573229,0.274731003748026
"Calcium","Kazakhstan","KAZ",18276453,5557418.58969303,0.304075336154835
"Calcium","Kenya","KEN",51392570,20910336.6198574,0.406874702313143
"Calcium","Kiribati","KIR",115842,73582.7109212623,0.635198899546471
"Calcium","Kosovo","XKX",0,0,NA
"Calcium","Kuwait","KWT",4137314,1819710.44480643,0.439828943320818
"Calcium","Kyrgyzstan","KGZ",6322801,2463639.64015515,0.389643710146049
"Calcium","Laos","LAO",7061498,6077239.37934134,0.860616172282615
"Calcium","Latvia","LVA",1927174,511702.43042971,0.265519579669355
"Calcium","Lebanon","LBN",6859408,915275.311066218,0.133433571973881
"Calcium","Lesotho","LSO",2108327,1427075.11890276,0.67687560748535
"Calcium","Liberia","LBR",4818976,3308629.09626311,0.686583435207626
"Calcium","Libya","LBY",6678565,4578060.21356624,0.685485611589651
"Calcium","Liechtenstein","LIE",0,0,NA
"Calcium","Lithuania","LTU",2801542,689162.050218045,0.24599383133219
"Calcium","Luxembourg","LUX",607949,221347.886938629,0.364089564977701
"Calcium","Macao SAR China","MAC",631633,487765.278779893,0.772228934808493
"Calcium","Madagascar","MDG",26262313,25579227.586487,0.973989899004211
"Calcium","Malawi","MWI",18143215,13562247.4056998,0.747510703351074
"Calcium","Malaysia","MYS",31528033,20329230.5809427,0.644798569607646
"Calcium","Maldives","MDV",515704,356905.65172254,0.692074623665009
"Calcium","Mali","MLI",19077755,12659106.1327004,0.663553239503307
"Calcium","Malta","MLT",484628,70353.389774664,0.145169882414272
"Calcium","Marshall Islands","MHL",0,0,NA
"Calcium","Mauritania","MRT",4403312,3312220.5064916,0.752211177970492
"Calcium","Mauritius","MUS",1265300,923250.104142349,0.729668935542835
"Calcium","Mexico","MEX",126190782,42259435.6363487,0.33488528216228
"Calcium","Micronesia (Federated States of)","FSM",112640,74326.2683457933,0.659856785740352
"Calcium","Moldova","MDA",2708212,1405422.85305162,0.518948610024481
"Calcium","Monaco","MCO",0,0,NA
"Calcium","Mongolia","MNG",3170214,1015696.80086699,0.320387456766952
"Calcium","Montenegro","MNE",622227,76013.3985603622,0.122163452502643
"Calcium","Morocco","MAR",36029089,22710825.1884627,0.630346917416166
"Calcium","Mozambique","MOZ",29496009,26719829.7133046,0.905879494181895
"Calcium","Myanmar (Burma)","MMR",53708318,37113207.9068085,0.691014153651368
"Calcium","Namibia","NAM",2448300,2141396.30367779,0.874646204990314
"Calcium","Nauru","NRU",0,0,NA
"Calcium","Nepal","NPL",28095712,23749632.2852807,0.845311636355067
"Calcium","Netherlands","NLD",17231624,2998152.10161953,0.17399126754504
"Calcium","New Caledonia","NCL",270650,182538.521806292,0.674444935548834
"Calcium","New Zealand","NZL",4900600,2615797.29059315,0.533770822061206
"Calcium","Nicaragua","NIC",6465502,2549050.37038061,0.394254053340423
"Calcium","Niger","NER",22442831,17248534.9414519,0.768554329952934
"Calcium","Nigeria","NGA",195874685,168619339.406251,0.860853149074627
"Calcium","North Korea","PRK",25549606,18076127.9738073,0.707491456964435
"Calcium","North Macedonia","MKD",2076217,539065.891411104,0.259638511490419
"Calcium","Northern Mariana Islands","MNP",0,0,NA
"Calcium","Norway","NOR",5311915,2241604.41952755,0.421995536360719
"Calcium","Oman","OMN",4829476,1740814.21153525,0.360456126406933
"Calcium","Pakistan","PAK",212228288,167598115.478937,0.789706768397137
"Calcium","Palau","PLW",0,0,NA
"Calcium","Palestinian Territories","PSE",4569089,17671.1761548709,0.00386754912300262
"Calcium","Panama","PAN",4176868,1933496.94686571,0.462905925412465
"Calcium","Papua New Guinea","PNG",8606324,5940278.14186769,0.69022246221124
"Calcium","Paraguay","PRY",6956069,3315622.94263835,0.476651819100465
"Calcium","Peru","PER",31989265,13052095.1328052,0.408014849131581
"Calcium","Philippines","PHL",106651394,59838014.7753971,0.561061722038037
"Calcium","Poland","POL",37974749,22026356.1895925,0.580026379887132
"Calcium","Portugal","PRT",10283821,3463159.66989533,0.336758065887701
"Calcium","Puerto Rico","PRI",3193356,899871.858477373,0.281795032710845
"Calcium","Qatar","QAT",2781682,927622.597805728,0.333475428825339
"Calcium","Romania","ROU",19473970,4899204.53137259,0.251577081168996
"Calcium","Russia","RUS",144477858,51382684.7571761,0.355644009874344
"Calcium","Rwanda","RWA",12301969,8692010.08274237,0.706554380257532
"Calcium","Saint Martin (French part)","MAF",0,0,NA
"Calcium","Samoa","WSM",196128,145410.428771304,0.741405759357683
"Calcium","San Marino","SMR",0,0,NA
"Calcium","Saudi Arabia","SAU",33702757,20827824.6406545,0.617985782013457
"Calcium","Senegal","SEN",15854324,13448800.3563505,0.848273338954752
"Calcium","Serbia","SRB",6982604,917436.513599645,0.131388879220366
"Calcium","Seychelles","SYC",96763,69955.2308201757,0.722954340193831
"Calcium","Sierra Leone","SLE",7650149,5153078.48126283,0.673591910597145
"Calcium","Singapore","SGP",5638677,4602706.35658272,0.816274164415291
"Calcium","Sint Maarten","SXM",0,0,NA
"Calcium","Slovakia","SVK",5446772,2703039.53316461,0.496264490814855
"Calcium","Slovenia","SVN",2073893,1141281.25689665,0.550308649914266
"Calcium","Solomon Islands","SLB",652856,436101.955605107,0.66799103570329
"Calcium","Somalia","SOM",15008225,10036556.3930605,0.668737068711354
"Calcium","South Africa","ZAF",57792520,46410520.2973816,0.803054102803989
"Calcium","South Korea","KOR",51585060,36574522.2546666,0.709013855070957
"Calcium","South Sudan","SSD",10975924,8201164.52424852,0.74719581916279
"Calcium","Spain","ESP",46797752,13711142.3539646,0.292987200623752
"Calcium","Sri Lanka","LKA",21670001,16213553.8396547,0.748202726878264
"Calcium","St. Kitts & Nevis","KNA",0,0,NA
"Calcium","St. Lucia","LCA",181890,121857.994063842,0.669954335388652
"Calcium","St. Vincent & Grenadines","VCT",110210,42443.0454460823,0.385110656438456
"Calcium","Sudan","SDN",41801532,28867285.892075,0.690579615409192
"Calcium","Suriname","SUR",575987,286909.015985892,0.49811717275892
"Calcium","Sweden","SWE",10175214,2931217.32691381,0.288074268208395
"Calcium","Switzerland","CHE",8514327,1968255.22814952,0.231169795117044
"Calcium","Syria","SYR",16945062,7333783.9153526,0.432797703269106
"Calcium","São Tomé & Príncipe","STP",211032,139288.640661765,0.660035637542007
"Calcium","Taiwan","TWN",0,0,NA
"Calcium","Tajikistan","TJK",9100847,4222662.79274575,0.46398569196315
"Calcium","Tanzania","TZA",56313444,41194283.8586915,0.731517750160895
"Calcium","Thailand","THA",69428454,57765538.0721664,0.832015330085938
"Calcium","Timor-Leste","TLS",1267975,854364.638679744,0.673802431972037
"Calcium","Togo","TGO",7889095,5407141.82183658,0.685394436476754
"Calcium","Tonga","TON",103199,72128.5752153405,0.698927075023407
"Calcium","Trinidad & Tobago","TTO",1389841,1349786.0334632,0.971180180656063
"Calcium","Tunisia","TUN",11565203,8672929.17680976,0.749915861987875
"Calcium","Turkey","TUR",82340090,48604585.677057,0.59029065522101
"Calcium","Turkmenistan","TKM",5850902,2250390.17945869,0.384622777728749
"Calcium","Turks & Caicos Islands","TCA",0,0,NA
"Calcium","Tuvalu","TUV",0,0,NA
"Calcium","U.S. Virgin Islands","VIR",106999,25093.571232777,0.234521549105852
"Calcium","Uganda","UGA",42729032,28287971.5467168,0.662031649739148
"Calcium","Ukraine","UKR",44622519,24018410.4908433,0.538257611383242
"Calcium","United Arab Emirates","ARE",9630966,5222723.02659055,0.542284442348831
"Calcium","United Kingdom","GBR",66460344,27272348.6686446,0.41035521375942
"Calcium","United States","USA",326838198,75962796.2129776,0.232417130793805
"Calcium","Uruguay","URY",3449290,930025.494817539,0.26962809587409
"Calcium","Uzbekistan","UZB",32956102,13083471.5111636,0.396996935837969
"Calcium","Vanuatu","VUT",292675,193705.387410735,0.661844665279697
"Calcium","Venezuela","VEN",28887117,13752361.5670422,0.476072484735747
"Calcium","Vietnam","VNM",95545959,63757292.2841765,0.667294493157753
"Calcium","Yemen","YEM",28498683,19524056.3126681,0.685086265658948
"Calcium","Zambia","ZMB",17351714,12001456.0480245,0.691658244714299
"Calcium","Zimbabwe","ZWE",14438812,11345458.8353057,0.785761240973684
"Folate","Afghanistan","AFG",37171922,26154869.902724,0.703618981626077
"Folate","Albania","ALB",2866376,1048343.84733537,0.365738426269049
"Folate","Algeria","DZA",42228415,22346234.5587633,0.529175309060578
"Folate","American Samoa","ASM",0,0,NA
"Folate","Andorra","AND",0,0,NA
"Folate","Angola","AGO",30809787,7193726.1272783,0.233488343404591
"Folate","Antigua & Barbuda","ATG",96282,60280.302166249,0.626080702169138
"Folate","Argentina","ARG",44494503,107290.497265819,0.00241132027625567
"Folate","Armenia","ARM",2951741,811260.412511305,0.274841326698821
"Folate","Aruba","ABW",105846,51553.9025319458,0.487065194073898
"Folate","Australia","AUS",24982690,15473798.6362048,0.619380804717377
"Folate","Austria","AUT",8840522,4355504.19204951,0.492675001775858
"Folate","Azerbaijan","AZE",9939771,2758530.9286512,0.27752459575288
"Folate","Bahamas","BHS",385635,97374.9645265527,0.252505515647057
"Folate","Bahrain","BHR",1569440,249206.642726708,0.158786983081041
"Folate","Bangladesh","BGD",161376713,158167056.993113,0.980110785830127
"Folate","Barbados","BRB",286640,44602.4470719379,0.155604406474804
"Folate","Belarus","BLR",9438786,3343789.87418965,0.354260587557516
"Folate","Belgium","BEL",11427053,3980269.59704476,0.348319868389931
"Folate","Belize","BLZ",383071,73802.1656191029,0.192659234499878
"Folate","Benin","BEN",11485035,2002240.35015496,0.174334719063108
"Folate","Bermuda","BMU",0,0,NA
"Folate","Bhutan","BTN",754396,621264.650317353,0.823525907238842
"Folate","Bolivia","BOL",11353140,1116978.84974927,0.0983850150486357
"Folate","Bosnia & Herzegovina","BIH",3323929,933953.547455641,0.280978789696062
"Folate","Botswana","BWA",2254067,1656086.34764547,0.734710346961945
"Folate","Brazil","BRA",209469320,24279743.816033,0.11591073965406
"Folate","British Virgin Islands","VGB",0,0,NA
"Folate","Brunei","BRN",428960,367450.409261103,0.856607630690747
"Folate","Bulgaria","BGR",7025037,3059540.51821258,0.435519488112671
"Folate","Burkina Faso","BFA",19751466,6060570.8318391,0.306841569726475
"Folate","Burundi","BDI",11175379,3989948.18992462,0.357030234940991
"Folate","Cambodia","KHM",16249795,9308730.52678972,0.572852182245359
"Folate","Cameroon","CMR",25216261,2400192.18534965,0.0951843013264198
"Folate","Canada","CAN",37065084,2452365.56854701,0.0661637666475275
"Folate","Cape Verde","CPV",543764,280258.741704426,0.515405105347956
"Folate","Cayman Islands","CYM",0,0,NA
"Folate","Central African Republic","CAF",4666375,2740296.54552932,0.587243105307508
"Folate","Chad","TCD",15477727,5778181.24679595,0.373322339048618
"Folate","Channel Islands","CHI",170496,96317.3546701528,0.564924424444871
"Folate","Chile","CHL",18729166,808625.756958141,0.0431746804400228
"Folate","China","CHN",1402760001,318391109.570168,0.226974756439586
"Folate","Colombia","COL",49661056,36806350.4679683,0.74115118429959
"Folate","Comoros","COM",832322,299234.045983626,0.359517165212053
"Folate","Congo - Brazzaville","COG",5244363,3322289.44385091,0.63349723195189
"Folate","Congo - Kinshasa","COD",84068092,44025383.3916884,0.523687196227653
"Folate","Costa Rica","CRI",4999443,812672.597964667,0.162552627955688
"Folate","Croatia","HRV",4087846,3153297.25882391,0.77138357433815
"Folate","Cuba","CUB",11338146,156772.638162727,0.0138270082395065
"Folate","Curaçao","CUW",159336,76636.7118744863,0.48097549753029
"Folate","Cyprus","CYP",1189262,841496.337172549,0.707578596787376
"Folate","Czechia","CZE",10629927,6958615.18122317,0.654624926513904
"Folate","Côte d’Ivoire","CIV",25069226,8232443.28720043,0.328388410842857
"Folate","Denmark","DNK",5793635,2111482.24440182,0.364448613763521
"Folate","Djibouti","DJI",958923,590898.346413556,0.616210421914539
"Folate","Dominica","DMA",0,0,NA
"Folate","Dominican Republic","DOM",10627147,1370817.52955095,0.128992054927908
"Folate","Ecuador","ECU",17084359,6936309.28262804,0.406003484393418
"Folate","Egypt","EGY",98423602,54073946.6824594,0.549400200598829
"Folate","El Salvador","SLV",6420740,2994250.72680665,0.466340441570077
"Folate","Equatorial Guinea","GNQ",1308966,669578.203511312,0.511532158597941
"Folate","Eritrea","ERI",0,0,NA
"Folate","Estonia","EST",1321977,847229.184363765,0.64088042709046
"Folate","Eswatini","SWZ",1136274,975496.293375386,0.858504457001908
"Folate","Ethiopia","ETH",109224410,46604567.6876415,0.426686376128207
"Folate","Faroe Islands","FRO",0,0,NA
"Folate","Fiji","FJI",883490,564102.167569583,0.638492985285156
"Folate","Finland","FIN",5515524,3452339.89291915,0.62593144240133
"Folate","France","FRA",67101930,31207989.2206604,0.46508333248627
"Folate","French Polynesia","PYF",277673,135215.497192485,0.48695947100541
"Folate","Gabon","GAB",2119275,1083815.97398618,0.51140884216828
"Folate","Gambia","GMB",2280092,1867332.07599345,0.818972250239662
"Folate","Georgia","GEO",3726547,2306595.42272589,0.618963191052169
"Folate","Germany","DEU",82905784,77080494.0229159,0.929736024484321
"Folate","Ghana","GHA",29767108,1977919.93528151,0.0664464930648122
"Folate","Gibraltar","GIB",0,0,NA
"Folate","Greece","GRC",10732879,3181670.61877764,0.296441487766483
"Folate","Greenland","GRL",0,0,NA
"Folate","Grenada","GRD",111449,9244.42151521922,0.0829475501370063
"Folate","Guam","GUM",165770,90921.9854396765,0.548482749832156
"Folate","Guatemala","GTM",16346951,15165.9858237281,0.000927756241743683
"Folate","Guinea","GIN",12414292,7331430.97578682,0.590563761170336
"Folate","Guinea-Bissau","GNB",1874304,1185299.46299071,0.632394458418009
"Folate","Guyana","GUY",779007,287519.161329807,0.369084181951904
"Folate","Haiti","HTI",11123183,906589.803180065,0.0815045300594322
"Folate","Honduras","HND",9587523,2894783.45088859,0.301932360515702
"Folate","Hong Kong SAR China","HKG",7450999,1627843.12812482,0.218473137377258
"Folate","Hungary","HUN",9775563,7565391.67422,0.773908538487246
"Folate","Iceland","ISL",352721,250074.384712974,0.708986379356416
"Folate","India","IND",1352642283,1332810294.9102,0.985338334947049
"Folate","Indonesia","IDN",267670549,224555586.975978,0.838925267702793
"Folate","Iran","IRN",81800204,41023665.6900026,0.501510554790335
"Folate","Iraq","IRQ",38433604,22143119.2268326,0.576139547746617
"Folate","Ireland","IRL",4867317,1097085.74090686,0.225398456872001
"Folate","Isle of Man","IMN",0,0,NA
"Folate","Israel","ISR",8882802,4032398.45351336,0.453955683523438
"Folate","Italy","ITA",60421763,54673571.0328381,0.904865537154851
"Folate","Jamaica","JAM",2934853,1529073.3578293,0.52100509219007
"Folate","Japan","JPN",126529100,103010768.668093,0.814127095411988
"Folate","Jordan","JOR",9965322,6357278.97253465,0.637940146092084
"Folate","Kazakhstan","KAZ",18276453,10904583.4331544,0.596646594016599
"Folate","Kenya","KEN",51392570,23400333.6416862,0.455325227784604
"Folate","Kiribati","KIR",115842,60874.9083806826,0.525499459442021
"Folate","Kosovo","XKX",0,0,NA
"Folate","Kuwait","KWT",4137314,729317.292806523,0.176277965077469
"Folate","Kyrgyzstan","KGZ",6322801,3667965.06961232,0.580117114173342
"Folate","Laos","LAO",7061498,4845573.66061897,0.686196280253704
"Folate","Latvia","LVA",1927174,1048419.93953777,0.544019346222899
"Folate","Lebanon","LBN",6859408,1462441.71509605,0.21320232228438
"Folate","Lesotho","LSO",2108327,770991.71701937,0.365688869430297
"Folate","Liberia","LBR",4818976,2200266.3301863,0.456583790868911
"Folate","Libya","LBY",6678565,4393229.0211065,0.657810326186314
"Folate","Liechtenstein","LIE",0,0,NA
"Folate","Lithuania","LTU",2801542,900018.143753268,0.321258129898916
"Folate","Luxembourg","LUX",607949,264170.321788076,0.434527109655705
"Folate","Macao SAR China","MAC",631633,142472.178531401,0.225561645023932
"Folate","Madagascar","MDG",26262313,18803172.5794887,0.715975496122093
"Folate","Malawi","MWI",18143215,4066418.04014386,0.224128856993861
"Folate","Malaysia","MYS",31528033,26565826.1495767,0.842609691177901
"Folate","Maldives","MDV",515704,499133.200898161,0.967867615721734
"Folate","Mali","MLI",19077755,6801098.13752187,0.356493630278923
"Folate","Malta","MLT",484628,351553.528949023,0.725409033215215
"Folate","Marshall Islands","MHL",0,0,NA
"Folate","Mauritania","MRT",4403312,3079171.1325927,0.699285249964731
"Folate","Mauritius","MUS",1265300,738327.258935199,0.583519528123922
"Folate","Mexico","MEX",126190782,62987835.365337,0.499147674394608
"Folate","Micronesia (Federated States of)","FSM",112640,63417.0901524127,0.563006837290596
"Folate","Moldova","MDA",2708212,1986379.34734813,0.733465233647931
"Folate","Monaco","MCO",0,0,NA
"Folate","Mongolia","MNG",3170214,2452913.03017019,0.773737366048536
"Folate","Montenegro","MNE",622227,146679.82782854,0.235733627484086
"Folate","Morocco","MAR",36029089,15513335.6131643,0.430578070213329
"Folate","Mozambique","MOZ",29496009,8553090.8836741,0.289974514303752
"Folate","Myanmar (Burma)","MMR",53708318,28791449.7417836,0.536070590439708
"Folate","Namibia","NAM",2448300,1067521.09342026,0.436025443540524
"Folate","Nauru","NRU",0,0,NA
"Folate","Nepal","NPL",28095712,18734330.7015093,0.66680391304941
"Folate","Netherlands","NLD",17231624,6099768.26902412,0.353986848194002
"Folate","New Caledonia","NCL",270650,130012.20482173,0.480370237656494
"Folate","New Zealand","NZL",4900600,1716342.37010493,0.350231067645783
"Folate","Nicaragua","NIC",6465502,2963733.43629127,0.458391852062109
"Folate","Niger","NER",22442831,134869.692930298,0.00600947772276581
"Folate","Nigeria","NGA",195874685,17476056.1011293,0.0892205958168065
"Folate","North Korea","PRK",25549606,2377614.45980378,0.0930587524443146
"Folate","North Macedonia","MKD",2076217,621146.122315127,0.299172062609605
"Folate","Northern Mariana Islands","MNP",0,0,NA
"Folate","Norway","NOR",5311915,3041644.94517514,0.572607985100502
"Folate","Oman","OMN",4829476,827402.475482986,0.171323446991555
"Folate","Pakistan","PAK",212228288,166021365.252392,0.78227726763923
"Folate","Palau","PLW",0,0,NA
"Folate","Palestinian Territories","PSE",4569089,237775.410401775,0.0520400041237487
"Folate","Panama","PAN",4176868,1410829.44218766,0.337772091956858
"Folate","Papua New Guinea","PNG",8606324,5037297.15031477,0.585301825763795
"Folate","Paraguay","PRY",6956069,986664.60559318,0.141842268326145
"Folate","Peru","PER",31989265,4304512.7343809,0.134561164014894
"Folate","Philippines","PHL",106651394,99306972.6943582,0.931136190253248
"Folate","Poland","POL",37974749,14330923.5060265,0.377380335180794
"Folate","Portugal","PRT",10283821,6333461.03830493,0.615866518709819
"Folate","Puerto Rico","PRI",3193356,43736.9296587899,0.0136962273103249
"Folate","Qatar","QAT",2781682,349739.220214182,0.125729404085076
"Folate","Romania","ROU",19473970,3965871.25237783,0.20364985939579
"Folate","Russia","RUS",144477858,86458713.8595027,0.598421897004472
"Folate","Rwanda","RWA",12301969,348934.461820587,0.0283641148681635
"Folate","Saint Martin (French part)","MAF",0,0,NA
"Folate","Samoa","WSM",196128,96554.457931115,0.492303281179204
"Folate","San Marino","SMR",0,0,NA
"Folate","Saudi Arabia","SAU",33702757,2596758.52736951,0.0770488458071697
"Folate","Senegal","SEN",15854324,11468411.5166419,0.723361747662143
"Folate","Serbia","SRB",6982604,4538314.03470319,0.649945784510075
"Folate","Seychelles","SYC",96763,37764.1839359644,0.39027504248488
"Folate","Sierra Leone","SLE",7650149,3408658.30379121,0.445567570486694
"Folate","Singapore","SGP",5638677,2248079.11812275,0.398689110605688
"Folate","Sint Maarten","SXM",0,0,NA
"Folate","Slovakia","SVK",5446772,3910213.34570133,0.71789554358092
"Folate","Slovenia","SVN",2073893,1205615.10771516,0.581329464786834
"Folate","Solomon Islands","SLB",652856,348367.151682102,0.533604886348754
"Folate","Somalia","SOM",15008225,6289615.22453043,0.419077887260514
"Folate","South Africa","ZAF",57792520,43983714.251248,0.761062404810311
"Folate","South Korea","KOR",51585060,4451043.87971115,0.0862855229733406
"Folate","South Sudan","SSD",10975924,3877921.8210528,0.35331165021303
"Folate","Spain","ESP",46797752,21029937.6184969,0.449379226987162
"Folate","Sri Lanka","LKA",21670001,21596017.8224743,0.996585917207584
"Folate","St. Kitts & Nevis","KNA",0,0,NA
"Folate","St. Lucia","LCA",181890,70853.5956841596,0.389540907604374
"Folate","St. Vincent & Grenadines","VCT",110210,14105.6113179933,0.127988488503704
"Folate","Sudan","SDN",41801532,22545544.5955333,0.539347328120254
"Folate","Suriname","SUR",575987,383782.504784009,0.666304108919141
"Folate","Sweden","SWE",10175214,4739685.87844272,0.465806997124849
"Folate","Switzerland","CHE",8514327,5183830.69252056,0.608836223053279
"Folate","Syria","SYR",16945062,2915688.53258894,0.172067150452972
"Folate","São Tomé & Príncipe","STP",211032,103698.575848453,0.491387921492726
"Folate","Taiwan","TWN",0,0,NA
"Folate","Tajikistan","TJK",9100847,8700772.12471654,0.956039819669152
"Folate","Tanzania","TZA",56313444,13469178.7089099,0.239182293821523
"Folate","Thailand","THA",69428454,54395249.1052569,0.783471991256739
"Folate","Timor-Leste","TLS",1267975,653491.735071402,0.515382192134232
